"url","Name","passing","pass_td","int","rush_att","rush_yd","rush_td","rec_att","rec_yds","rec_td"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Dion Sims","0","0","0","0","0","0","15","167","1"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Josh Hill","0","0","0","0","0","0","14","146","1"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Jared Cook","0","0","0","0","0","0","13","165","1"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Virgil Green","0","0","0","0","0","0","18","211","0"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Trey Burton","0","0","0","0","0","0","17","165","1"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","C.J. Uzomah","0","0","0","0","0","0","17","193","0"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Anthony Fasano","0","0","0","0","0","0","6","54","2"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Demetrius Harris","0","0","0","0","0","0","10","80","0"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Erik Swoope","0","0","0","0","0","0","8","165","0"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Ed Dickson","0","0","0","0","0","0","9","106","1"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Xavier Grimble","0","0","0","0","0","0","10","98","1"
"http://games.espn.com/ffl/leaders?&seasonTotals=true&seasonId=2016&slotCategoryId=6","Mychal Rivera","0","0","0","0","0","0","9","85","1"
